               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 109,             0.03029,            0.013758,                   0,             0.81658,             0.77533,             0.83882,             0.46959,            0.037733,            0.027194,                   0,           0.0078616,           0.0078616,           0.0078616
                 110,             0.03118,            0.013835,                   0,             0.83519,             0.74414,             0.83418,             0.46186,            0.038097,            0.027622,                   0,           0.0078418,           0.0078418,           0.0078418
                 111,            0.030813,            0.013788,                   0,             0.84205,             0.73585,             0.82908,             0.46274,            0.038169,            0.028241,                   0,            0.007822,            0.007822,            0.007822
                 112,            0.031919,            0.013844,                   0,             0.85375,             0.74009,             0.83705,             0.46506,            0.037916,            0.027821,                   0,           0.0078022,           0.0078022,           0.0078022
                 113,            0.031979,             0.01395,                   0,             0.84546,             0.74308,             0.83699,             0.46389,            0.037906,            0.027153,                   0,           0.0077824,           0.0077824,           0.0077824
                 114,            0.031693,            0.014079,                   0,             0.83273,             0.74203,             0.83566,             0.46242,            0.037645,            0.026971,                   0,           0.0077626,           0.0077626,           0.0077626
                 115,            0.032474,            0.014242,                   0,             0.82689,              0.7511,             0.83151,             0.45889,            0.038296,            0.027259,                   0,           0.0077428,           0.0077428,           0.0077428
                 116,            0.031058,            0.013896,                   0,             0.83459,             0.75202,             0.83431,             0.45812,             0.03835,            0.027257,                   0,            0.007723,            0.007723,            0.007723
                 117,            0.030904,            0.013914,                   0,             0.84738,             0.75008,             0.84033,             0.46414,            0.037943,            0.027057,                   0,           0.0077032,           0.0077032,           0.0077032
                 118,             0.03135,            0.013849,                   0,             0.85448,             0.75017,             0.84478,             0.46971,              0.0378,            0.027117,                   0,           0.0076834,           0.0076834,           0.0076834
                 119,            0.030775,            0.013546,                   0,             0.82643,             0.76505,             0.84211,             0.46754,            0.037808,            0.027442,                   0,           0.0076636,           0.0076636,           0.0076636
                 120,            0.030396,            0.013536,                   0,             0.81991,             0.76579,             0.83888,             0.46707,            0.037772,            0.027725,                   0,           0.0076438,           0.0076438,           0.0076438
                 121,            0.031602,            0.013868,                   0,              0.8508,             0.73789,             0.83547,             0.46474,            0.037774,            0.028182,                   0,            0.007624,            0.007624,            0.007624
                 122,            0.030853,            0.013551,                   0,             0.82901,             0.76285,             0.83764,             0.46489,            0.037819,            0.027928,                   0,           0.0076042,           0.0076042,           0.0076042
                 123,            0.030773,            0.013429,                   0,             0.82791,             0.76579,             0.83938,             0.46335,            0.037854,            0.027598,                   0,           0.0075844,           0.0075844,           0.0075844
                 124,            0.030649,            0.013608,                   0,             0.83707,             0.76196,             0.83769,             0.46451,            0.037881,            0.027789,                   0,           0.0075646,           0.0075646,           0.0075646
                 125,            0.030651,            0.013905,                   0,             0.83214,             0.75709,             0.83303,             0.46325,            0.038046,            0.028012,                   0,           0.0075448,           0.0075448,           0.0075448
                 126,            0.031137,            0.013673,                   0,             0.84168,             0.75724,             0.83601,             0.45892,             0.03826,            0.027738,                   0,            0.007525,            0.007525,            0.007525
                 127,            0.031305,            0.013733,                   0,             0.83455,             0.75771,             0.83626,             0.45925,            0.038199,            0.027505,                   0,           0.0075052,           0.0075052,           0.0075052
                 128,            0.031144,            0.013836,                   0,             0.84123,             0.76432,             0.83898,              0.4636,            0.038006,              0.0275,                   0,           0.0074854,           0.0074854,           0.0074854
                 129,            0.030821,            0.013649,                   0,             0.83902,             0.76065,             0.83916,             0.46386,            0.037923,            0.027557,                   0,           0.0074656,           0.0074656,           0.0074656
                 130,            0.031025,            0.013588,                   0,             0.82406,             0.76579,             0.83541,             0.45893,            0.038142,            0.027716,                   0,           0.0074458,           0.0074458,           0.0074458
                 131,            0.030117,            0.013597,                   0,             0.82574,             0.76191,             0.83806,             0.46393,            0.037924,            0.027726,                   0,            0.007426,            0.007426,            0.007426
                 132,            0.029799,            0.013243,                   0,             0.83059,             0.75955,              0.8379,             0.46438,            0.037951,            0.027678,                   0,           0.0074062,           0.0074062,           0.0074062
                 133,            0.030482,            0.013854,                   0,             0.83423,             0.76285,             0.83879,             0.46489,             0.03791,            0.027606,                   0,           0.0073864,           0.0073864,           0.0073864
                 134,            0.030964,            0.013575,                   0,             0.82798,             0.76505,             0.83787,             0.46339,            0.037967,            0.027515,                   0,           0.0073666,           0.0073666,           0.0073666
                 135,            0.030721,            0.014092,                   0,             0.82617,              0.7677,             0.83873,              0.4612,            0.038139,            0.027406,                   0,           0.0073468,           0.0073468,           0.0073468
                 136,            0.030749,            0.013623,                   0,             0.83128,             0.76725,             0.83829,             0.46463,            0.038086,            0.027482,                   0,            0.007327,            0.007327,            0.007327
                 137,            0.030008,            0.013081,                   0,             0.83014,             0.76073,             0.83693,             0.46397,            0.038087,            0.027636,                   0,           0.0073072,           0.0073072,           0.0073072
                 138,            0.030204,            0.013443,                   0,             0.82675,             0.76065,             0.83408,             0.46464,            0.038133,            0.027645,                   0,           0.0072874,           0.0072874,           0.0072874
                 139,            0.030713,            0.013595,                   0,             0.83557,             0.75741,             0.83546,             0.46446,            0.038155,            0.027507,                   0,           0.0072676,           0.0072676,           0.0072676
                 140,            0.030026,            0.013426,                   0,             0.82983,             0.75903,             0.83403,             0.46373,            0.038154,            0.027589,                   0,           0.0072478,           0.0072478,           0.0072478
                 141,            0.030611,            0.013607,                   0,             0.82573,             0.76534,             0.83806,             0.46274,            0.038194,            0.027321,                   0,            0.007228,            0.007228,            0.007228
                 142,            0.029934,            0.013417,                   0,             0.81677,             0.76584,             0.83562,             0.46342,            0.038173,            0.027527,                   0,           0.0072082,           0.0072082,           0.0072082
                 143,            0.029453,            0.013295,                   0,             0.81853,             0.77019,             0.83816,             0.46377,             0.03817,             0.02758,                   0,           0.0071884,           0.0071884,           0.0071884
                 144,            0.029868,            0.013241,                   0,              0.8648,             0.72614,             0.83661,             0.46114,            0.038404,            0.027646,                   0,           0.0071686,           0.0071686,           0.0071686
                 145,             0.03087,            0.013877,                   0,             0.81593,             0.76725,              0.8366,             0.46165,             0.03837,            0.027604,                   0,           0.0071488,           0.0071488,           0.0071488
                 146,            0.029837,            0.013233,                   0,             0.81236,             0.76607,             0.83673,             0.46576,            0.038244,            0.027767,                   0,            0.007129,            0.007129,            0.007129
                 147,            0.029426,            0.013257,                   0,               0.812,             0.76652,             0.83514,             0.46272,            0.038363,            0.027878,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,            0.030698,            0.013363,                   0,             0.81368,             0.76635,             0.83467,             0.46303,            0.038397,            0.027932,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,            0.030152,            0.013617,                   0,             0.81827,             0.76725,             0.83408,             0.46249,            0.038391,            0.027922,                   0,           0.0070696,           0.0070696,           0.0070696
                 150,            0.031156,            0.013635,                   0,             0.81437,             0.76725,              0.8338,             0.46269,            0.038336,            0.028019,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,            0.031032,             0.01395,                   0,             0.81389,             0.77019,             0.83495,             0.46268,             0.03829,            0.027931,                   0,             0.00703,             0.00703,             0.00703
                 152,            0.030219,            0.013488,                   0,             0.81659,             0.76579,             0.83336,             0.46362,            0.038221,            0.028088,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,            0.030649,            0.013384,                   0,              0.8131,             0.76979,             0.83195,             0.46326,            0.038202,            0.028026,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,            0.029879,            0.013337,                   0,             0.81871,             0.76596,             0.83314,             0.46494,            0.038139,            0.028033,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,            0.029974,            0.013256,                   0,             0.81942,             0.76294,             0.83341,             0.46511,            0.038126,            0.028081,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,            0.029821,            0.013273,                   0,             0.82213,             0.76432,             0.83394,             0.46474,            0.038169,            0.027988,                   0,            0.006931,            0.006931,            0.006931
                 157,            0.029381,            0.013202,                   0,             0.82222,             0.76432,             0.83331,             0.46324,            0.038218,            0.027981,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,            0.029793,             0.01334,                   0,              0.8273,             0.76672,             0.83561,             0.46625,            0.038179,             0.02794,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,            0.031066,            0.014001,                   0,             0.82033,             0.76725,             0.83459,              0.4665,            0.038154,            0.028009,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,             0.02942,            0.012953,                   0,             0.82129,             0.76946,             0.83451,             0.46609,            0.038199,            0.028034,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,            0.029727,            0.013303,                   0,             0.81661,             0.77156,             0.83453,             0.46633,            0.038215,             0.02807,                   0,            0.006832,            0.006832,            0.006832
                 162,            0.029571,            0.013454,                   0,             0.82058,             0.76946,             0.83439,              0.4662,            0.038201,            0.028091,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,            0.029598,            0.013454,                   0,             0.81746,             0.77019,             0.83495,             0.46527,            0.038248,            0.028023,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,            0.029642,            0.013054,                   0,             0.81604,             0.77166,             0.83444,             0.46441,             0.03824,            0.028061,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,            0.029904,            0.013088,                   0,             0.81471,             0.77019,             0.83459,              0.4644,            0.038249,            0.028079,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,            0.031593,            0.014399,                   0,             0.81434,             0.77291,             0.83499,             0.46445,            0.038266,            0.027918,                   0,            0.006733,            0.006733,            0.006733
                 167,            0.029524,            0.013343,                   0,             0.81218,             0.77093,              0.8341,             0.46334,            0.038322,            0.027878,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,            0.029132,            0.013143,                   0,             0.81532,             0.76822,             0.83497,             0.46586,            0.038221,            0.027898,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.029167,            0.013162,                   0,             0.81585,             0.76872,             0.83434,             0.46604,            0.038181,            0.027906,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.029249,            0.013317,                   0,             0.81661,             0.76799,             0.83495,             0.46602,            0.038159,            0.027969,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.029324,            0.013073,                   0,             0.81757,             0.76872,             0.83531,             0.46601,            0.038197,            0.027955,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.029541,            0.013313,                   0,             0.82091,             0.76725,             0.83568,             0.46656,            0.038152,               0.028,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.029206,             0.01328,                   0,             0.82292,             0.76725,             0.83624,             0.46591,            0.038195,            0.027969,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.029277,            0.012946,                   0,             0.82352,             0.76579,             0.83684,             0.46719,             0.03814,            0.027978,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.030703,            0.013782,                   0,             0.81938,             0.76579,             0.83622,             0.46621,            0.038144,            0.028006,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.029253,            0.013189,                   0,             0.81985,             0.76853,             0.83608,             0.46701,            0.038146,            0.028013,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.029195,            0.013277,                   0,             0.82052,             0.76867,             0.83674,             0.46693,            0.038145,            0.027959,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.028895,            0.013154,                   0,              0.8235,             0.76733,             0.83665,             0.46678,            0.038156,            0.028049,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.028831,            0.012907,                   0,             0.82299,             0.76807,             0.83639,             0.46682,            0.038154,            0.028078,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.029068,             0.01319,                   0,             0.82322,             0.76587,             0.83644,             0.46683,            0.038169,            0.028074,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.029488,            0.013161,                   0,             0.82646,             0.76574,              0.8367,              0.4672,            0.038177,            0.028111,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.029789,            0.013502,                   0,             0.82616,             0.76652,             0.83728,             0.46748,            0.038162,            0.028099,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.029281,            0.012969,                   0,             0.82907,             0.76725,             0.83779,             0.46801,            0.038161,            0.028086,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.029406,            0.013098,                   0,              0.8316,             0.76505,             0.83784,             0.46821,            0.038179,            0.028138,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.028917,             0.01325,                   0,             0.83193,              0.7632,             0.83799,              0.4679,            0.038173,            0.028141,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.028748,             0.01303,                   0,             0.83377,             0.76285,             0.83845,             0.46757,            0.038157,            0.028142,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.029144,            0.013003,                   0,             0.83349,             0.76358,             0.83856,             0.46704,            0.038166,            0.028111,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,             0.02915,            0.013076,                   0,             0.83378,             0.76358,             0.83889,             0.46723,            0.038163,              0.0281,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.029154,            0.012806,                   0,             0.83673,             0.76432,             0.83824,              0.4666,            0.038176,            0.028141,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.029144,            0.013123,                   0,             0.83453,             0.76651,             0.83851,             0.46705,            0.038183,            0.028149,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,            0.029143,            0.013017,                   0,             0.83509,             0.76505,             0.83822,             0.46694,            0.038196,            0.028182,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.028734,            0.012987,                   0,             0.83616,             0.76358,             0.83772,             0.46704,            0.038187,            0.028188,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.028932,            0.012947,                   0,             0.83771,             0.76176,             0.83806,             0.46763,            0.038195,             0.02819,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.029104,            0.013207,                   0,             0.83684,             0.76285,             0.83859,             0.46758,            0.038192,             0.02817,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.028715,            0.012791,                   0,             0.83297,             0.76524,             0.83849,             0.46692,            0.038199,              0.0282,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.029856,            0.013133,                   0,             0.83858,             0.76285,             0.83827,             0.46743,            0.038199,            0.028235,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.028622,            0.012945,                   0,             0.83812,             0.76358,             0.83799,             0.46682,            0.038197,             0.02826,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,             0.02815,            0.012566,                   0,             0.83814,             0.76358,             0.83771,             0.46617,            0.038216,            0.028287,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.028966,            0.012953,                   0,             0.83445,             0.76579,             0.83766,             0.46685,            0.038182,            0.028289,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.029571,            0.013311,                   0,             0.83584,             0.76505,             0.83815,              0.4663,            0.038194,            0.028291,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.028654,            0.012962,                   0,             0.83528,             0.76694,             0.83837,             0.46768,            0.038185,             0.02832,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.028121,            0.012787,                   0,             0.84031,             0.76499,              0.8386,             0.46724,             0.03819,            0.028306,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.028647,            0.012873,                   0,             0.83733,             0.76579,             0.83888,             0.46768,            0.038176,            0.028315,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.029154,              0.0132,                   0,             0.84195,             0.76267,             0.83937,             0.46767,            0.038186,            0.028301,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.029475,            0.013111,                   0,             0.84091,             0.76455,             0.83943,             0.46834,            0.038167,            0.028297,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.028821,            0.012854,                   0,             0.84138,              0.7672,             0.83948,             0.46902,            0.038153,            0.028287,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.027867,            0.012678,                   0,             0.84347,             0.76355,             0.83866,             0.46792,            0.038156,            0.028307,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,               0.029,            0.012867,                   0,             0.84189,             0.76579,             0.83871,             0.46824,            0.038153,            0.028331,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.028117,            0.012727,                   0,             0.84356,             0.76408,             0.83981,             0.46864,            0.038151,            0.028328,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.028106,            0.012774,                   0,             0.84223,             0.76428,             0.83842,             0.46933,            0.038139,            0.028321,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.027482,            0.012353,                   0,             0.84291,             0.76427,             0.83816,             0.46905,            0.038124,            0.028298,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.028235,            0.012797,                   0,             0.84155,              0.7643,             0.83822,             0.46871,            0.038142,             0.02828,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.028421,            0.013127,                   0,             0.84032,             0.76503,             0.83832,             0.46874,            0.038124,            0.028267,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.028938,            0.013116,                   0,             0.84044,             0.76573,             0.83886,             0.46779,            0.038147,            0.028245,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.028223,             0.01261,                   0,             0.84097,             0.76486,             0.83816,             0.46774,            0.038122,            0.028262,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.028604,            0.012917,                   0,             0.84142,             0.76579,             0.83779,             0.46795,            0.038115,            0.028273,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.028079,              0.0128,                   0,             0.84028,             0.76872,             0.83868,             0.46756,             0.03813,            0.028258,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.028438,            0.012466,                   0,             0.84162,             0.76652,             0.83855,             0.46757,            0.038123,            0.028241,                   0,           0.0057034,           0.0057034,           0.0057034
